"Country","ONS_CENSUS_2011","ONS_2014","Local.Authority","LA.type","LA_POPULATION","LA_AREA_HEC","COUNTY_NAME","COUNTY_POPULATION","LA_POPULATION_OVER_COUNTY_POPULATION","LA_16_17","LA_16_24","LA_18_24","SUM_COUNTY_16_17","SUM_COUNTY_16_24","SUM_COUNTY_18_24"
"Scotland","S12000042","S12000042","Dundee City",NA,147268,5978,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scotland","S12000008","S12000008","East Ayrshire",NA,122767,126212,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scotland","S12000045","S12000045","East Dunbartonshire",NA,105026,17449,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scotland","S12000010","S12000010","East Lothian",NA,99717,67918,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scotland","S12000011","S12000011","East Renfrewshire",NA,90574,17379,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scotland",NA,NA,"Edinburgh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scotland","S12000013","S12000013","Eilean Siar",NA,27684,305950,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scotland","S12000014","S12000014","Falkirk",NA,155990,29736,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scotland","S12000015","S12000015","Fife",NA,365198,132486,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scotland","S12000046","S12000046","Glasgow City",NA,593245,17468,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scotland","S12000017","S12000017","Highland",NA,232132,2568389,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scotland","S12000018","S12000018","Inverclyde",NA,81485,16044,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scotland","S12000019","S12000019","Midlothian",NA,83187,35369,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scotland","S12000020","S12000020","Moray",NA,93295,223756,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scotland","S12000021","S12000021","North Ayrshire",NA,138146,88534,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scotland","S12000044","S12000044","North Lanarkshire",NA,337727,46991,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scotland",NA,NA,"Orkney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scotland",NA,NA,"Perth & Kinross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scotland","S12000038","S12000038","Renfrewshire",NA,174908,26194,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scotland","S12000026","S12000026","Scottish Borders",NA,113870,473174,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scotland",NA,NA,"Shetland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scotland",NA,NA,"South Aryshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scotland","S12000029","S12000029","South Lanarkshire",NA,313830,177189,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scotland","S12000030","S12000030","Stirling",NA,90247,218697,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scotland","S12000039","S12000039","West Dunbartonshire",NA,90720,15876,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scotland","S12000040","S12000040","West Lothian",NA,175118,42749,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wales",NA,NA,"Anglesey",NA,NA,NA,NA,NA,NA,"0",NA,"66",NA,NA,NA
"Wales",NA,NA,"Bleanau Gwent",NA,NA,NA,NA,NA,NA,"12",NA,"158",NA,NA,NA
"Wales",NA,NA,"Brigend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wales","W06000018","W06000018","Caerphilly",NA,178806,27745.02,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wales","W06000015","W06000015","Cardiff",NA,346090,14038.2,NA,NA,NA,"403",NA,"1614",NA,NA,NA
"Wales","W06000010","W06000010","Carmarthenshire",NA,183777,237035.46,NA,NA,NA,"58",NA,"285",NA,NA,NA
"Wales","W06000008","W06000008","Ceredigion",NA,75922,178545.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wales","W06000003","W06000003","Conwy",NA,115228,112582.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wales","W06000004","W06000004","Denbighshire",NA,93734,83674.27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wales","W06000005","W06000005","Flintshire",NA,152506,43753.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wales","W06000002","W06000002","Gwynedd",NA,121874,253493.94,NA,NA,NA,"10",NA,"75",NA,NA,NA
"Wales",NA,NA,"Merthyr",NA,NA,NA,NA,NA,NA,"3",NA,"31",NA,NA,NA
"Wales","W06000021","W06000021","Monmouthshire",NA,91323,84914.94,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wales",NA,NA,"Neath",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wales","W06000022","W06000022","Newport",NA,145736,19051.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wales",NA,NA,"Pemrbokeshire",NA,NA,NA,NA,NA,NA,"23",NA,"167",NA,NA,NA
"Wales","W06000023","W06000023","Powys",NA,132976,518037.01,NA,NA,NA,"22",NA,"111",NA,NA,NA
"Wales","W06000016","W06000016","Rhondda Cynon Taf",NA,234410,42412.97,NA,NA,NA,"32",NA,"86",NA,NA,NA
"Wales","W06000011","W06000011","Swansea",NA,239023,37974.42,NA,NA,NA,"14",NA,"815",NA,NA,NA
"Wales","W06000020","W06000020","Torfaen",NA,91075,12564.08,NA,NA,NA,"28",NA,"201",NA,NA,NA
"Wales","W06000014","W06000014","Vale of Glamorgan",NA,126336,33095.28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wales","W06000006","W06000006","Wrexham",NA,134844,50377.45,NA,NA,NA,"10",NA,"95",NA,NA,NA
